Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,BP,Comm,Graph
GO_Biological_Process_2018,early endosome to late endosome transport (GO:0045022),2/22,0.001538469,0.025610514,0,0,39.07254902,253.0716424,HOOK1;LMTK2,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,cellular amino acid biosynthetic process (GO:0008652),2/28,0.00249203,0.030352925,0,0,30.04675716,180.1200232,GLS2;GLS,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,cardiac muscle cell action potential involved in contraction (GO:0086002),2/28,0.00249203,0.030352925,0,0,30.04675716,180.1200232,ANK2;FGF12,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,positive regulation of cell communication (GO:0010647),2/28,0.00249203,0.030352925,0,0,30.04675716,180.1200232,CLSTN3;CLSTN1,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,metal ion transport (GO:0030001),3/101,0.002438221,0.030352925,0,0,12.15244898,73.11504604,SCN8A;KCNA4;SCN2A,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,negative regulation of smooth muscle cell proliferation (GO:0048662),2/27,0.00231795,0.030352925,0,0,31.25019608,189.5971879,NDRG4;MEF2C,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,regulation of neurotransmitter secretion (GO:0046928),2/27,0.00231795,0.030352925,0,0,31.25019608,189.5971879,MEF2C;PREPL,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,cellular response to organonitrogen compound (GO:0071417),3/97,0.002173281,0.030352925,0,0,12.67212766,77.69936953,GABRB2;MEF2C;GABRG2,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,regulation of rhodopsin mediated signaling pathway (GO:0022400),2/26,0.002149889,0.030352925,0,0,32.55392157,199.9572225,METAP1;METAP2,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,positive regulation of synapse assembly (GO:0051965),2/26,0.002149889,0.030352925,0,0,32.55392157,199.9572225,CLSTN3;CLSTN1,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,positive regulation of neuron differentiation (GO:0045666),3/98,0.002237742,0.030352925,0,0,12.53810526,76.51112782,NDRG4;MEF2C;CAMK1D,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,monovalent inorganic cation transport (GO:0015672),3/104,0.002649497,0.031638111,0,0,11.78970297,69.95285223,SCN8A;KCNA4;SCN2A,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,positive regulation of bone mineralization (GO:0030501),2/31,0.003050061,0.035720902,0,0,26.93441515,156.0201268,MEF2C;SLC8A1,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,phosphorylation (GO:0016310),5/386,0.003502411,0.037420501,0,0,5.349409449,30.24718491,PAK1;PRKAR1B;LMTK2;CDK14;DGKI,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,"chemical synaptic transmission, postsynaptic (GO:0099565)",2/33,0.003451592,0.037420501,0,0,25.1941809,142.8237897,MEF2C;GABRG2,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,regulation of postsynaptic membrane potential (GO:0060078),2/33,0.003451592,0.037420501,0,0,25.1941809,142.8237897,MEF2C;GABRG2,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,positive regulation of biomineral tissue development (GO:0070169),2/33,0.003451592,0.037420501,0,0,25.1941809,142.8237897,MEF2C;SLC8A1,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,platelet aggregation (GO:0070527),2/33,0.003451592,0.037420501,0,0,25.1941809,142.8237897,STXBP1;METAP1,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,epithelial tube morphogenesis (GO:0060562),2/34,0.003661117,0.038076637,0,0,24.40563725,136.9153101,PAK1;MEF2C,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,protein localization to cell periphery (GO:1990778),3/117,0.003694358,0.038076637,0,0,10.43842105,58.4650585,STXBP1;MYO5A;ANK2,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,cytosolic transport (GO:0016482),3/118,0.003783697,0.038076637,0,0,10.34713043,57.7065024,HOOK1;LMTK2;RAB6B,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,regulation of microtubule polymerization (GO:0031113),2/35,0.003876439,0.038076637,0,0,23.66488414,131.4072743,PAK1;MAP2,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,regulation of cardiac muscle contraction (GO:0055117),2/35,0.003876439,0.038076637,0,0,23.66488414,131.4072743,ANK2;SLC8A1,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,heart looping (GO:0001947),2/36,0.004097529,0.038990547,0,0,22.96770473,126.2619995,NDRG4;MEF2C,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,positive regulation of signaling (GO:0023056),2/36,0.004097529,0.038990547,0,0,22.96770473,126.2619995,CLSTN3;CLSTN1,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,myelination (GO:0042552),2/37,0.004324354,0.039901995,0,0,22.31036415,121.4462994,SCN8A;SCN2A,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,regulation of sodium ion transmembrane transporter activity (GO:2000649),2/37,0.004324354,0.039901995,0,0,22.31036415,121.4462994,HECW1;FGF12,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,regulation of cellular amide metabolic process (GO:0034248),2/38,0.004556885,0.040810924,0,0,21.68954248,116.9308406,CYFIP2;METAP1,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,homotypic cell-cell adhesion (GO:0034109),2/38,0.004556885,0.040810924,0,0,21.68954248,116.9308406,STXBP1;METAP1,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,protein localization to plasma membrane (GO:0072659),3/130,0.004959726,0.042621026,0,0,9.363779528,49.68800362,STXBP1;MYO5A;ANK2,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,embryonic heart tube morphogenesis (GO:0003143),2/40,0.005038939,0.042621026,0,0,20.54592363,108.699436,NDRG4;MEF2C,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,determination of heart left/right asymmetry (GO:0061371),2/40,0.005038939,0.042621026,0,0,20.54592363,108.699436,NDRG4;MEF2C,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,regulation of cellular localization (GO:0060341),2/40,0.005038939,0.042621026,0,0,20.54592363,108.699436,DYNC1H1;MEF2C,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,gluconeogenesis (GO:0006094),2/41,0.005288402,0.04411831,0,0,20.01809955,104.9396663,MDH1;ENO2,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,cellular response to organic cyclic compound (GO:0071407),3/135,0.00550778,0.045012795,0,0,9.006818182,46.84980838,GABRB2;MEF2C;GABRG2,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,regulation of ion transmembrane transporter activity (GO:0032412),2/42,0.005543448,0.045012795,0,0,19.51666667,101.3917893,ANK2;FGF12,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,inorganic cation transmembrane transport (GO:0098662),3/140,0.006090906,0.045794589,0,0,8.675912409,44.25546871,SCN8A;SCN2A;SLC8A1,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,carboxylic acid biosynthetic process (GO:0046394),2/44,0.006070169,0.045794589,0,0,18.58543417,94.86691228,GLS2;GLS,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,posttranscriptional regulation of gene expression (GO:0010608),2/44,0.006070169,0.045794589,0,0,18.58543417,94.86691228,CYFIP2;METAP1,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,hexose biosynthetic process (GO:0019319),2/44,0.006070169,0.045794589,0,0,18.58543417,94.86691228,MDH1;ENO2,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,membrane depolarization (GO:0051899),2/43,0.005804047,0.045794589,0,0,19.03969393,98.03919026,SCN8A;SCN2A,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,Golgi vesicle transport (GO:0048193),4/271,0.005736403,0.045794589,0,0,6.016968585,31.05311079,DYNC1H1;MYO5A;ANK2;RAB6B,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,nicotinamide nucleotide metabolic process (GO:0046496),2/45,0.006341783,0.047099343,0,0,18.15230278,91.86145708,NMNAT2;ENO2,GO_Biological_Process_2018,c10,PD
GO_Biological_Process_2018,neuron development (GO:0048666),3/144,0.00658305,0.048302134,0,0,8.428085106,42.33643909,MEF2C;ATP8A2;MAP2,GO_Biological_Process_2018,c10,PD
KEGG_2019_Human,Proximal tubule bicarbonate reclamation,3/23,3.00E-05,0.002188027,0,0,59.781,622.6319384,MDH1;GLS2;GLS,KEGG_2019_Human,c10,PD
KEGG_2019_Human,D-Glutamine and D-glutamate metabolism,2/5,6.85E-05,0.002209934,0,0,260.7058824,2499.635584,GLS2;GLS,KEGG_2019_Human,c10,PD
KEGG_2019_Human,GABAergic synapse,4/89,9.08E-05,0.002209934,0,0,19.07515006,177.5255518,GABRB2;GLS2;GABRG2;GLS,KEGG_2019_Human,c10,PD
KEGG_2019_Human,Arginine biosynthesis,2/21,0.001400981,0.025567901,0,0,41.13106295,270.2550486,GLS2;GLS,KEGG_2019_Human,c10,PD
GO_Biological_Process_2018,intracellular transport of virus (GO:0075733),4/54,2.62E-06,0.000481058,0,0,49.785,639.823793,SEH1L;NUP50;KPNA2;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,transport of virus (GO:0046794),4/54,2.62E-06,0.000481058,0,0,49.785,639.823793,SEH1L;NUP50;KPNA2;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,protein sumoylation (GO:0016925),4/68,6.63E-06,0.000811194,0,0,38.8671875,463.4427442,SEH1L;NUP50;SAE1;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431),3/33,2.82E-05,0.001833834,0,0,60.40606061,632.9224693,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,tRNA export from nucleus (GO:0006409),3/33,2.82E-05,0.001833834,0,0,60.40606061,632.9224693,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,tRNA transport (GO:0051031),3/35,3.37E-05,0.001833834,0,0,56.625,583.1403253,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,regulation of carbohydrate catabolic process (GO:0043470),3/37,3.99E-05,0.001833834,0,0,53.28877005,539.7719132,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,viral life cycle (GO:0019058),4/107,4.00E-05,0.001833834,0,0,24.10315534,244.0990868,SEH1L;NUP50;KPNA2;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,regulation of coenzyme metabolic process (GO:0051196),3/39,4.68E-05,0.001908876,0,0,50.32323232,501.6913166,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,peptidyl-lysine modification (GO:0018205),4/115,5.30E-05,0.00194533,0,0,22.35698198,220.1067371,SEH1L;NUP50;SAE1;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,regulation of generation of precursor metabolites and energy (GO:0043467),3/46,7.71E-05,0.002020732,0,0,42.11627907,398.8664327,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,nuclear envelope disassembly (GO:0051081),3/46,7.71E-05,0.002020732,0,0,42.11627907,398.8664327,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,regulation of ATP metabolic process (GO:1903578),3/43,6.29E-05,0.002020732,0,0,45.28181818,438.0538092,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,mitotic nuclear envelope disassembly (GO:0007077),3/44,6.74E-05,0.002020732,0,0,44.1751663,424.2831635,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,regulation of gene silencing by RNA (GO:0060966),3/55,0.00013175,0.00302202,0,0,34.81118881,311.0241542,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,regulation of posttranscriptional gene silencing (GO:0060147),3/55,0.00013175,0.00302202,0,0,34.81118881,311.0241542,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,regulation of glycolytic process (GO:0006110),3/57,0.000146579,0.003164381,0,0,33.51851852,295.8996855,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,proteasome assembly (GO:0043248),2/11,0.000171494,0.003496567,0,0,130.4248366,1130.909016,PSMD10;PSMG1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,regulation of gene silencing by miRNA (GO:0060964),3/67,0.000237036,0.004578545,0,0,28.26704545,235.9534224,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,negative regulation of cell cycle G2/M phase transition (GO:1902750),3/69,0.000258609,0.004716037,0,0,27.4077135,226.3930303,PSMD10;BABAM1;PSMC5,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436),3/70,0.000269855,0.004716037,0,0,26.9972863,221.8535994,BCAP31;PSMD10;KEAP1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,cytoplasmic sequestering of transcription factor (GO:0042994),2/16,0.000372057,0.005936739,0,0,83.82352941,661.9093976,PSMD10;KEAP1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,regulation of cellular response to heat (GO:1900034),3/78,0.000371351,0.005936739,0,0,24.10787879,190.4127618,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,viral process (GO:0016032),4/220,0.000636696,0.009736136,0,0,11.42824074,84.1029265,MCTS1;SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,protein modification by small protein conjugation (GO:0032446),5/398,0.000690274,0.010133218,0,0,8.032093901,58.4609716,SEH1L;NUP50;KEAP1;SAE1;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427),3/100,0.000768177,0.010827487,0,0,18.61949391,133.5295207,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,protein import into nucleus (GO:0006606),3/103,0.000837052,0.010827487,0,0,18.05818182,127.9534893,NUP50;KPNA2;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,regulation of cellular response to stress (GO:0080135),3/104,0.000860853,0.010827487,0,0,17.87848785,126.1789752,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,mRNA transport (GO:0051028),3/104,0.000860853,0.010827487,0,0,17.87848785,126.1789752,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,mRNA export from nucleus (GO:0006406),3/105,0.000885081,0.010827487,0,0,17.70231729,124.4443114,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,viral gene expression (GO:0019080),3/110,0.00101272,0.011989302,0,0,16.87085811,116.3265102,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,viral transcription (GO:0019083),3/113,0.001094613,0.012553838,0,0,16.40826446,111.8609597,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,protein deubiquitination (GO:0016579),4/257,0.001135486,0.012627978,0,0,9.738636364,66.03472071,PSMD10;BABAM1;PSMC5;KEAP1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,RNA export from nucleus (GO:0006405),3/119,0.001270707,0.012954149,0,0,15.55485893,103.7226308,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,protein modification by small protein removal (GO:0070646),4/261,0.001202129,0.012954149,0,0,9.585116732,64.44707728,PSMD10;BABAM1;PSMC5;KEAP1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,regulation of phosphorylation (GO:0042325),3/119,0.001270707,0.012954149,0,0,15.55485893,103.7226308,SEH1L;NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,negative regulation of mitochondrion organization (GO:0010823),2/33,0.00160588,0.015928589,0,0,37.82352941,243.3597535,PSMD10;SLC25A5,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,nucleus organization (GO:0006997),2/45,0.00297049,0.028688682,0,0,27.25170999,158.578471,SEH1L;PITPNB,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,regulation of cellular amino acid metabolic process (GO:0006521),2/51,0.003799817,0.034863323,0,0,23.90756303,133.2321225,PSMD10;PSMC5,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,regulation of cellular amine metabolic process (GO:0033238),2/51,0.003799817,0.034863323,0,0,23.90756303,133.2321225,PSMD10;PSMC5,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,protein import (GO:0017038),2/56,0.004563776,0.040851357,0,0,21.68845316,116.8921958,NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,cellular respiration (GO:0045333),2/57,0.004724402,0.041282271,0,0,21.29304813,114.0245786,FASTKD5;SLC25A14,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,negative regulation of G2/M transition of mitotic cell cycle (GO:0010972),2/62,0.00556619,0.045395371,0,0,19.51372549,101.2966172,PSMD10;PSMC5,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,regulation of cellular ketone metabolic process (GO:0010565),2/61,0.005392709,0.045395371,0,0,19.84546361,103.647051,PSMD10;PSMC5,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,establishment of protein localization to organelle (GO:0072594),2/62,0.00556619,0.045395371,0,0,19.51372549,101.2966172,NUP50;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,gene expression (GO:0010467),4/411,0.006157601,0.048081689,0,0,6.006449631,30.57323769,SEH1L;NUP50;GSPT2;RAE1,GO_Biological_Process_2018,c12,PD
GO_Biological_Process_2018,negative regulation of apoptotic signaling pathway (GO:2001234),2/65,0.006101856,0.048081689,0,0,18.58169935,94.75109916,PSMD10;SLC25A5,GO_Biological_Process_2018,c12,PD
OMIM_Disease,bardet-biedl syndrome,1/15,0.026671482,0.033666281,0,0,40.71428571,147.5551009,MKKS,OMIM_Disease,c12,PD
OMIM_Disease,microphthalmia,1/19,0.033666281,0.033666281,0,0,31.66031746,107.3683212,HCCS,OMIM_Disease,c12,PD
OMIM_Disease,disorder of glycosylation,1/19,0.033666281,0.033666281,0,0,31.66031746,107.3683212,DPM1,OMIM_Disease,c12,PD
OMIM_Disease,glycogen storage disease,1/13,0.022519175,0.024230873,0,0,48.90441176,185.5134133,SLC37A4,OMIM_Disease,c13,PD
OMIM_Disease,encephalopathy,1/14,0.024230873,0.024230873,0,0,45.14027149,167.9275753,GLDC,OMIM_Disease,c13,PD
GO_Biological_Process_2018,MAPK cascade (GO:0000165),5/278,0.00011548,0.023492156,0,0,12.02197802,108.9962322,PSMC6;PSMD11;RANBP9;KRAS;LAMTOR3,GO_Biological_Process_2018,c14,PD
GO_Biological_Process_2018,phosphatidylinositol dephosphorylation (GO:0046856),2/11,0.000162015,0.023492156,0,0,134.3838384,1172.878281,SACM1L;MTMR6,GO_Biological_Process_2018,c14,PD
GO_Biological_Process_2018,ubiquitin-dependent protein catabolic process (GO:0006511),5/341,0.000298325,0.028838104,0,0,9.736607143,79.03521771,PSMC6;PSMD11;UBE3C;BTBD1;RNF38,GO_Biological_Process_2018,c14,PD
GO_Biological_Process_2018,phosphatidylinositol biosynthetic process (GO:0006661),3/98,0.000666333,0.036457017,0,0,19.60855263,143.4114802,IMPA1;SACM1L;MTMR6,GO_Biological_Process_2018,c14,PD
GO_Biological_Process_2018,phospholipid dephosphorylation (GO:0046839),2/23,0.000735512,0.036457017,0,0,57.55844156,415.2809431,SACM1L;MTMR6,GO_Biological_Process_2018,c14,PD
GO_Biological_Process_2018,proteasomal protein catabolic process (GO:0010498),4/237,0.000754283,0.036457017,0,0,10.92731552,78.56458785,PSMC6;PSMD11;BTBD1;RNF38,GO_Biological_Process_2018,c14,PD
GO_Biological_Process_2018,phosphatidylinositol metabolic process (GO:0046488),3/112,0.000981944,0.0381953,0,0,17.07798165,118.2817023,IMPA1;SACM1L;MTMR6,GO_Biological_Process_2018,c14,PD
GO_Biological_Process_2018,coenzyme biosynthetic process (GO:0009108),2/29,0.00117256,0.0381953,0,0,44.75420875,302.0267376,MAT2B;MMADHC,GO_Biological_Process_2018,c14,PD
GO_Biological_Process_2018,stimulatory C-type lectin receptor signaling pathway (GO:0002223),3/121,0.001227426,0.0381953,0,0,15.76827331,105.6921442,PSMC6;PSMD11;KRAS,GO_Biological_Process_2018,c14,PD
GO_Biological_Process_2018,innate immune response activating cell surface receptor signaling pathway (GO:0002220),3/124,0.001317079,0.0381953,0,0,15.375,101.9722066,PSMC6;PSMD11;KRAS,GO_Biological_Process_2018,c14,PD
GO_Biological_Process_2018,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),4/291,0.001611266,0.042478836,0,0,8.847027088,56.89288624,PSMC6;PSMD11;BTBD1;RNF38,GO_Biological_Process_2018,c14,PD
GO_Biological_Process_2018,protein ubiquitination (GO:0016567),5/506,0.001762199,0.042586479,0,0,6.4750499,41.0595395,PSMC6;PSMD11;UBE3C;BTBD1;RNF38,GO_Biological_Process_2018,c14,PD
KEGG_2019_Human,Inositol phosphate metabolism,3/74,0.000292268,0.033026266,0,0,26.26848592,213.7687335,IMPA1;SACM1L;MTMR6,KEGG_2019_Human,c14,PD
KEGG_2019_Human,Phosphatidylinositol signaling system,3/99,0.000686335,0.038777911,0,0,19.40332031,141.3366011,IMPA1;SACM1L;MTMR6,KEGG_2019_Human,c14,PD
